"id","created_at","name","has_test","alternate_url"
"69651789","2022-09-15T09:38:00+0300","-",false,"https://hh.ru/vacancy/69651789"
"68958894","2022-09-15T10:57:11+0300","-",false,"https://hh.ru/vacancy/68958894"
