"id","created_at","name","has_test","alternate_url"
"69197357","2022-09-13T14:55:33+0300","Middle",false,"https://hh.ru/vacancy/69197357"
"69383038","2022-09-13T15:26:10+0300","Junior/Middle",false,"https://hh.ru/vacancy/69383038"
"69763959","2022-09-13T17:07:15+0300","-",false,"https://hh.ru/vacancy/69763959"
"69774675","2022-09-13T18:19:12+0300","-",false,"https://hh.ru/vacancy/69774675"
"69774676","2022-09-13T18:19:13+0300","-",false,"https://hh.ru/vacancy/69774676"
"69778111","2022-09-13T19:08:46+0300","-",false,"https://hh.ru/vacancy/69778111"
